Region,Main_brand,Category,Age,Gender,Nationality,OSAT,Communication,Ontime,Proposition,Delivery_fees,Restaurant_options,Grocery_options,Ease_usage,Delivery_process,App_sat,time_deliveryboy,Customer_support,Payment_process,Paying_,Product_quality
Northern,HungerStation,Restaurants,30-39,Male,Expat Arabs,8,8,7,7,6,9,8,7,7,9,8,9,10,10,9
Western,MRSOOL,Grocery,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,HungerStation,Restaurants,30-39,Female,Expat Arabs,Poor - 1,5,6,6,6,6,6,6,5,6,6,6,6,6,6
Western,HungerStation,Restaurants,30-39,Male,Nationals,9,9,10,9,9,10,9,9,10,9,10,9,9,10,9
Central,HungerStation,Restaurants,30-39,Female,Expat Arabs,7,10,9,9,9,9,9,9,9,9,9,9,9,9,9
South,MRSOOL,Restaurants,15-29,Male,Expat Arabs,9,7,9,8,9,9,10,9,9,9,9,9,9,9,9
Central,HungerStation,Restaurants,30-39,Female,Expat Arabs,7,9,9,8,8,8,8,6,8,9,9,,6,6,8
Central,HungerStation,Personal_care,30-39,Female,Nationals,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Central,HungerStation,Restaurants,15-29,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9
Central,HungerStation,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,50+,Male,Nationals,7,7,3,4,3,10,5,5,9,9,7,5,10,4,5
Central,Wassel,Restaurants,30-39,Male,Nationals,8,5,9,9,7,10,6,,8,9,7,10,7,10,9
Eastern,MRSOOL,Grocery,30-39,Male,Nationals,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,MRSOOL,Electronics,15-29,Female,Expat Arabs,6,6,5,6,6,8,6,3,5,8,4,6,9,6,7
Central,HungerStation,Restaurants,30-39,Male,Nationals,10,10,8,8,9,7,9,10,10,10,10,10,9,8,10
Western,HungerStation,Restaurants,30-39,Female,Nationals,9,9,9,10,9,9,8,9,9,10,9,9,9,9,9
Central,MRSOOL,Grocery,30-39,Female,Nationals,10,10,9,8,8,10,10,10,9,9,10,9,9,10,9
Central,HungerStation,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,HungerStation,Restaurants,15-29,Male,Nationals,8,7,9,8,9,10,5,7,8,8,9,9,10,9,
South,HungerStation,Restaurants,30-39,Male,Nationals,7,6,7,5,7,5,6,6,5,7,6,6,7,6,7
Western,HungerStation,Restaurants,30-39,Female,Nationals,9,10,9,9,9,9,8,10,10,9,9,,10,,9
Central,HungerStation,Restaurants,30-39,Male,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,Careemnow,Restaurants,30-39,Male,Nationals,8,9,8,7,9,8,9,9,9,9,9,10,8,10,9
Central,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,MRSOOL,Restaurants,15-29,Male,Nationals,10,9,8,7,7,7,8,6,9,10,6,9,10,9,10
Western,HungerStation,Restaurants,30-39,Male,Nationals,8,7,7,6,7,8,7,8,9,9,10,9,10,10,10
Central,HungerStation,Grocery,30-39,Male,Expat Asians,9,10,10,9,9,10,10,9,9,10,10,9,9,9,8
Central,Talabat,Restaurants,30-39,Male,Expat Arabs,8,7,8,9,7,8,8,8,8,8,8,7,8,8,9
Eastern,ToYou,Grocery,30-39,Male,Nationals,8,10,10,8,8,8,8,10,10,10,10,10,8,8,8
Western,HungerStation,Restaurants,30-39,Female,Nationals,9,9,9,8,7,9,8,9,10,8,9,8,8,9,9
Western,Careemnow,ODS,30-39,Male,Nationals,10,10,10,9,10,10,10,9,9,10,10,10,10,10,10
Central,HungerStation,Restaurants,15-29,Female,Expat Arabs,9,10,9,8,7,10,10,9,9,9,9,10,10,8,10
Western,MRSOOL,Restaurants,50+,Male,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,Nana,Grocery,30-39,Male,Nationals,10,10,10,10,10,7,9,10,10,10,10,8,10,10,10
Central,MRSOOL,Pharmacies,30-39,Male,Expat Arabs,6,5,7,7,7,6,7,6,5,5,6,7,6,6,6
Western,MRSOOL,Restaurants,30-39,Male,Nationals,10,10,10,9,8,9,9,9,10,10,9,9,9,10,10
Central,HungerStation,Restaurants,40-49,Male,Expat Arabs,8,8,7,7,6,7,7,8,7,7,6,6,9,7,8
Central,ToYou,Pharmacies,30-39,Female,Expat Asians,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30-39,Female,Expat Asians,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,Careemnow,Restaurants,30-39,Male,Nationals,10,10,9,9,10,,10,9,8,9,10,10,9,10,9
Central,HungerStation,Restaurants,30-39,Male,Nationals,9,9,10,8,9,9,10,9,8,8,9,8,9,10,9
Western,HungerStation,Restaurants,40-49,Male,Expat Arabs,8,8,8,8,7,8,,8,8,9,8,8,8,8,
Eastern,HungerStation,Restaurants,15-29,Female,Nationals,10,10,10,6,8,10,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,40-49,Male,Expat Arabs,9,9,9,9,8,9,7,9,8,9,8,8,9,7,8
Eastern,HungerStation,Restaurants,15-29,Male,Expat Asians,7,5,6,5,2,8,7,8,9,9,7,5,5,5,6
Eastern,MRSOOL,Restaurants,15-29,Male,Nationals,8,6,8,8,8,9,9,9,9,9,7,8,8,8,8
Central,HungerStation,Restaurants,15-29,Female,Nationals,10,9,9,9,9,9,9,8,9,9,9,9,9,9,9
Western,HungerStation,Restaurants,40-49,Female,Expat Arabs,10,10,9,10,8,10,8,9,9,10,10,10,10,10,10
Central,HungerStation,Restaurants,40-49,Male,Expat Arabs,10,9,9,8,8,9,7,8,9,9,7,8,9,9,8
Eastern,HungerStation,Grocery,30-39,Male,Nationals,8,9,8,7,8,9,9,8,10,9,10,8,9,7,10
Western,Careemnow,Restaurants,30-39,Male,Expat Arabs,7,5,8,8,7,7,7,6,8,8,7,5,9,9,6
Central,HungerStation,Restaurants,30-39,Male,Nationals,7,8,9,8,9,7,7,8,8,8,8,8,8,8,7
South,MRSOOL,Restaurants,15-29,Female,Nationals,9,10,10,10,9,10,10,9,8,10,9,9,10,10,10
Central,HungerStation,Restaurants,30-39,Male,Expat Arabs,8,7,7,8,9,10,9,8,8,8,9,9,9,9,9
Western,Careemnow,Restaurants,15-29,Male,Nationals,9,10,8,8,9,9,8,9,8,9,8,9,8,8,9
Western,MRSOOL,Restaurants,30-39,Female,Nationals,7,8,8,7,7,7,6,7,7,7,8,7,7,7,7
South,HungerStation,Restaurants,15-29,Female,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,MRSOOL,Restaurants,30-39,Female,Nationals,8,10,7,6,6,7,9,10,,,7,,2,1,3
Eastern,HungerStation,Restaurants,30-39,Male,Expat Arabs,7,7,8,7,6,7,8,8,8,8,6,6,6,6,7
Eastern,HungerStation,Restaurants,30-39,Female,Nationals,10,10,9,10,10,10,9,9,9,9,9,9,9,9,9
Eastern,Careemnow,Grocery,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,MRSOOL,Grocery,30-39,Female,Nationals,9,10,10,8,10,10,9,10,9,10,8,8,10,10,10
Central,HungerStation,Restaurants,30-39,Female,Nationals,10,9,9,9,9,10,10,10,10,10,10,10,10,9,9
Central,Careemnow,Restaurants,15-29,Male,Nationals,9,8,8,8,5,6,2,7,8,8,7,10,7,9,8
Central,Careemnow,Restaurants,40-49,Female,Nationals,8,9,9,9,10,5,4,8,8,9,9,8,9,8,9
Eastern,MRSOOL,Restaurants,30-39,Male,Expat Arabs,7,7,6,8,10,7,4,8,7,8,6,5,,3,7
Central,HungerStation,Restaurants,40-49,Male,Nationals,9,8,9,9,8,9,7,9,8,9,8,8,8,8,8
Central,HungerStation,Restaurants,30-39,Female,Expat Arabs,8,9,9,9,9,5,9,8,9,9,9,9,9,9,9
Western,HungerStation,Grocery,30-39,Female,Nationals,9,6,9,10,8,9,7,10,6,9,7,10,7,8,6
Central,HungerStation,Restaurants,40-49,Male,Expat Arabs,10,10,10,10,10,10,,10,10,10,10,,10,5,10
Central,HungerStation,Restaurants,30-39,Female,Expat Arabs,9,8,9,9,9,9,9,9,9,9,9,9,9,9,9
Central,HungerStation,Restaurants,30-39,Female,Expat Arabs,9,8,9,9,9,8,8,6,7,9,9,10,10,10,10
Western,Careemnow,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Northern,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,ToYou,Restaurants,15-29,Male,Nationals,10,,8,5,2,,,,,10,9,,,,
Central,MRSOOL,ODS,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,30-39,Female,Nationals,8,10,10,8,10,7,5,6,9,10,10,6,5,,
Eastern,MRSOOL,Grocery,30-39,Male,Nationals,8,8,9,9,10,10,10,9,9,9,9,9,9,9,9
Western,MRSOOL,Grocery,30-39,Female,Nationals,8,8,7,8,9,8,9,8,8,9,8,7,7,8,7
Western,HungerStation,Restaurants,30-39,Female,Nationals,9,8,10,8,7,9,9,10,8,9,8,8,9,8,9
Western,MRSOOL,Restaurants,50+,Male,Expat Arabs,10,10,10,10,8,10,10,10,10,10,10,10,8,10,10
Central,MRSOOL,Restaurants,30-39,Male,Nationals,10,10,9,7,6,5,6,7,6,6,7,7,5,7,7
Northern,HungerStation,Restaurants,30-39,Male,Nationals,8,9,6,7,8,5,3,8,6,7,5,7,9,,10
Eastern,HungerStation,Restaurants,40-49,Female,Nationals,8,9,9,8,9,8,8,9,9,8,9,8,10,9,8
Eastern,HungerStation,Restaurants,40-49,Female,Nationals,9,9,9,9,9,9,8,9,9,8,9,8,9,9,9
Western,MRSOOL,Restaurants,30-39,Female,Nationals,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Central,Careemnow,Grocery,30-39,Female,Nationals,10,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Eastern,HungerStation,Restaurants,30-39,Female,Nationals,9,9,9,10,8,7,8,9,8,9,8,9,9,10,9
Northern,HungerStation,Pharmacies,15-29,Male,Nationals,7,8,6,8,3,8,9,7,6,8,8,9,7,5,3
Western,HungerStation,Restaurants,40-49,Female,Expat Arabs,7,7,9,10,10,9,10,10,8,10,6,8,6,9,8
Eastern,HungerStation,Restaurants,15-29,Male,Expat Arabs,9,8,9,7,8,8,7,8,8,9,8,8,8,7,7
Central,HungerStation,Restaurants,30-39,Female,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,Careemnow,Restaurants,30-39,Male,Nationals,8,9,8,8,9,9,9,8,9,8,8,8,9,10,10
Northern,HungerStation,Restaurants,30-39,Male,Nationals,7,7,8,7,6,7,7,6,6,5,6,6,5,5,6
Central,MRSOOL,ODS,30-39,Male,Expat Arabs,9,8,8,9,9,8,9,8,9,9,8,9,9,8,9
Western,HungerStation,Restaurants,40-49,Male,Expat Arabs,8,7,9,10,7,8,6,7,8,9,6,7,9,,7
Eastern,HungerStation,Restaurants,30-39,Male,Nationals,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,MRSOOL,Pharmacies,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,Careemnow,Restaurants,40-49,Male,Expat Arabs,9,9,8,8,8,9,8,8,9,9,9,9,8,9,8
South,HungerStation,Restaurants,15-29,Male,Nationals,7,8,4,4,5,5,4,4,4,4,3,3,3,4,4
Central,HungerStation,Restaurants,15-29,Female,Nationals,9,10,9,10,9,10,9,9,10,9,9,10,10,10,10
Western,HungerStation,Restaurants,30-39,Male,Expat Arabs,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Eastern,MRSOOL,Grocery,30-39,Female,Nationals,10,10,10,9,9,10,8,9,9,8,9,10,9,9,9
Western,HungerStation,Restaurants,30-39,Female,Expat Arabs,8,9,7,8,9,7,9,7,9,6,8,5,5,9,4
Eastern,HungerStation,Pharmacies,15-29,Female,Expat Asians,9,10,9,10,9,10,9,10,10,9,9,10,10,10,10
Central,Jahez,Restaurants,30-39,Male,Nationals,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Eastern,ToYou,Restaurants,15-29,Female,Nationals,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10
Central,MRSOOL,Personal_care,40-49,Female,Nationals,10,10,9,10,9,9,9,10,9,9,10,10,9,10,9
Western,MRSOOL,Restaurants,30-39,Male,Expat Arabs,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,Ngwah,Grocery,40-49,Male,Expat Asians,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6
Central,HungerStation,Restaurants,30-39,Male,Nationals,10,9,9,9,9,9,10,10,10,10,10,10,10,10,10
Western,HungerStation,Restaurants,30-39,Male,Nationals,10,10,9,9,10,9,9,10,9,9,8,10,10,10,10
Eastern,Talabat,Restaurants,30-39,Female,Nationals,10,10,10,10,9,10,10,10,9,10,10,10,9,10,10
Western,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,Careemnow,Electronics,30-39,Male,Expat Arabs,9,9,9,8,8,7,7,8,8,8,8,8,8,6,6
Eastern,MRSOOL,Restaurants,30-39,Female,Nationals,8,9,8,8,9,10,6,4,9,9,7,6,4,6,7
Western,HungerStation,Restaurants,30-39,Female,Nationals,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Western,Jahez,Pharmacies,30-39,Female,Nationals,7,6,8,6,7,7,7,8,9,6,8,8,8,7,8
Central,MRSOOL,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,Careemnow,Restaurants,30-39,Female,Expat Arabs,10,,,9,10,,9,10,9,9,9,9,9,10,10
Eastern,HungerStation,Restaurants,15-29,Female,Nationals,9,10,10,10,10,10,10,10,8,10,10,10,10,10,10
Central,HungerStation,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,MRSOOL,Grocery,30-39,Male,Expat Arabs,8,9,9,8,8,9,9,8,7,7,8,9,8,7,9
Central,HungerStation,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,MRSOOL,Restaurants,15-29,Male,Nationals,9,8,10,8,5,9,10,9,10,9,,9,9,,9
Central,ToYou,Restaurants,30-39,Female,Expat Asians,9,3,3,3,2,3,3,3,3,3,3,3,3,3,3
Central,Talabat,Grocery,30-39,Female,Nationals,7,9,10,8,9,9,10,9,8,10,10,10,10,9,10
Eastern,HungerStation,Restaurants,30-39,Female,Nationals,6,8,6,8,7,9,6,6,8,6,6,8,9,9,9
Central,MRSOOL,Restaurants,15-29,Male,Nationals,10,10,9,8,9,8,9,8,9,8,9,8,7,7,7
Central,HungerStation,Restaurants,30-39,Female,Nationals,7,9,8,8,8,7,6,8,7,8,6,7,7,6,6
Central,HungerStation,Restaurants,30-39,Male,Expat Arabs,7,7,7,8,6,7,9,5,5,6,6,6,5,4,8
Northern,MRSOOL,Restaurants,30-39,Male,Expat Arabs,7,8,8,8,9,9,9,7,8,10,10,10,9,8,9
Northern,HungerStation,Restaurants,15-29,Male,Nationals,5,5,1,5,1,5,2,5,5,6,3,6,5,1,3
Western,HungerStation,Pharmacies,30-39,Female,Nationals,9,10,10,10,10,10,10,10,9,9,9,10,9,9,9
Central,MRSOOL,Electronics,30-39,Female,Nationals,10,10,9,10,10,9,10,9,10,9,9,10,9,9,10
Western,Jahez,Restaurants,30-39,Female,Nationals,9,5,8,8,8,8,8,8,8,8,8,8,8,8,8
Central,Talabat,Personal_care,15-29,Male,Nationals,6,2,1,2,2,2,2,2,1,1,2,1,2,2,1
Central,Careemnow,Restaurants,30-39,Male,Nationals,8,10,9,10,9,10,7,8,9,9,9,9,8,9,10
Northern,Careemnow,Pharmacies,30-39,Female,Nationals,8,10,10,10,9,9,10,9,9,9,10,9,9,9,10
Western,MRSOOL,Restaurants,30-39,Female,Nationals,10,10,10,10,9,9,10,10,9,9,10,10,9,10,9
Northern,MRSOOL,Restaurants,15-29,Male,Expat Arabs,8,9,8,9,9,8,8,9,8,8,8,9,8,7,8
Central,HungerStation,Restaurants,30-39,Male,Expat Arabs,9,9,8,9,9,9,8,9,9,8,8,9,8,10,9
Western,Talabat,Restaurants,40-49,Male,Nationals,8,9,9,9,8,10,9,8,10,9,10,10,9,10,9
Western,HungerStation,Restaurants,30-39,Male,Expat Arabs,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Central,HungerStation,Restaurants,15-29,Male,Expat Arabs,10,,10,9,7,6,7,5,7,6,5,7,5,7,6
Western,HungerStation,Grocery,15-29,Male,Nationals,7,6,5,6,3,5,7,7,7,5,6,6,6,6,6
Western,MRSOOL,Restaurants,15-29,Female,Nationals,10,8,10,9,6,10,8,10,10,7,5,8,10,,10
Eastern,Careemnow,Restaurants,40-49,Female,Expat Asians,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,Careemnow,Grocery,30-39,Male,Nationals,10,9,10,,10,,10,,10,,,,10,,10
Northern,HungerStation,Restaurants,15-29,Male,Nationals,7,4,3,4,3,5,2,5,4,4,4,4,4,4,4
Central,HungerStation,Restaurants,15-29,Female,Nationals,9,9,8,9,10,9,10,10,9,9,9,9,9,9,9
Central,HungerStation,Restaurants,30-39,Male,Nationals,10,,,,,,,,,,,,,,
Western,MRSOOL,Restaurants,30-39,Male,Expat Arabs,10,10,9,10,10,9,8,10,10,10,10,7,9,9,8
Western,HungerStation,Restaurants,15-29,Female,Nationals,10,10,10,10,10,10,7,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,15-29,Male,Nationals,9,10,9,9,10,9,9,8,8,9,8,9,8,9,10
Northern,HungerStation,Restaurants,30-39,Male,Expat Arabs,8,9,8,8,8,8,8,9,9,9,9,9,9,9,8
Eastern,HungerStation,Restaurants,30-39,Male,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,40-49,Female,Expat Asians,7,5,5,4,6,3,5,3,4,4,3,5,4,6,5
Western,Careemnow,Electronics,30-39,Female,Nationals,8,9,9,7,7,9,6,8,9,6,10,5,7,9,5
South,MRSOOL,Restaurants,30-39,Female,Nationals,6,7,7,7,5,8,8,8,8,7,8,5,7,7,7
Central,HungerStation,Restaurants,15-29,Male,Expat Arabs,6,7,9,8,9,7,9,10,9,8,9,8,9,7,9
Central,HungerStation,Restaurants,30-39,Female,Nationals,8,8,9,7,5,7,6,8,10,10,10,,7,,8
Central,HungerStation,Restaurants,30-39,Male,Nationals,6,5,6,6,7,6,6,6,6,6,6,6,7,6,5
Central,MRSOOL,Grocery,40-49,Female,Nationals,9,10,10,9,9,9,9,9,9,9,9,9,9,9,9
Central,HungerStation,Restaurants,40-49,Male,Expat Arabs,7,6,8,6,6,6,6,6,6,6,6,6,6,5,5
Central,MRSOOL,Restaurants,30-39,Male,Expat Arabs,10,9,9,10,10,9,9,9,9,9,9,9,9,9,9
Western,ToYou,Restaurants,15-29,Male,Nationals,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10
Central,HungerStation,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,15-29,Male,Nationals,8,9,8,8,8,9,8,8,9,8,8,8,8,9,8
South,HungerStation,Restaurants,15-29,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,Talabat,Restaurants,40-49,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9
Central,MRSOOL,Restaurants,30-39,Male,Expat Arabs,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Central,HungerStation,Grocery,40-49,Female,Expat Asians,9,10,10,9,7,9,10,9,9,8,7,8,8,8,9
South,Careemnow,Pharmacies,30-39,Female,Nationals,10,10,10,10,10,10,10,9,8,8,9,9,9,8,8
Central,HungerStation,Restaurants,30-39,Female,Nationals,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Eastern,HungerStation,Grocery,40-49,Male,Nationals,9,10,10,9,9,9,10,10,10,10,10,9,8,9,7
Northern,HungerStation,Restaurants,40-49,Male,Nationals,9,8,9,9,9,9,6,9,9,9,9,9,9,9,9
Central,Jahez,Restaurants,40-49,Male,Expat Arabs,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Western,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,MRSOOL,Pharmacies,30-39,Male,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,Jahez,Restaurants,50+,Male,Nationals,8,7,8,7,7,7,7,7,7,8,7,6,8,8,7
Central,HungerStation,Restaurants,30-39,Female,Nationals,9,8,10,9,8,10,10,9,9,9,10,9,9,9,10
Central,HungerStation,Restaurants,30-39,Male,Expat Arabs,10,10,9,10,8,9,,10,10,10,9,9,10,10,9
Northern,MRSOOL,Restaurants,15-29,Female,Nationals,8,8,9,7,8,9,8,8,9,9,8,8,10,9,9
Central,HungerStation,Restaurants,40-49,Male,Nationals,10,9,10,9,10,9,9,10,8,9,10,9,8,9,10
Eastern,Talabat,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,9,9,10
Central,HungerStation,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,HungerStation,Restaurants,30-39,Male,Expat Asians,10,10,9,9,10,10,8,9,10,10,9,9,9,10,10
Central,HungerStation,Grocery,15-29,Male,Nationals,8,9,7,8,8,7,8,9,10,9,9,10,9,10,10
Western,HungerStation,Restaurants,30-39,Male,Nationals,10,10,9,10,10,10,10,10,10,10,10,9,9,10,9
Western,Careemnow,Restaurants,40-49,Female,Nationals,9,10,9,9,9,9,9,9,9,9,9,9,9,9,9
Northern,HungerStation,Restaurants,30-39,Male,Nationals,8,9,7,8,8,9,7,8,7,8,7,8,8,8,7
Western,Talabat,Grocery,30-39,Female,Nationals,10,10,9,9,10,9,9,8,10,9,9,8,9,9,8
Central,Talabat,Restaurants,15-29,Male,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9
Central,HungerStation,Grocery,40-49,Male,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9
Eastern,HungerStation,Restaurants,40-49,Female,Expat Arabs,10,9,10,8,6,10,10,10,10,9,10,10,10,10,9
Eastern,HungerStation,Restaurants,30-39,Female,Nationals,7,10,9,8,7,6,6,4,3,3,2,5,6,7,8
Northern,HungerStation,Restaurants,40-49,Female,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,MRSOOL,Grocery,30-39,Female,Nationals,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10
South,HungerStation,Restaurants,30-39,Male,Expat Arabs,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9
Eastern,Talabat,Grocery,40-49,Female,Expat Arabs,7,9,9,7,9,7,7,10,8,7,3,6,8,9,8
Eastern,HungerStation,Restaurants,40-49,Female,Nationals,6,5,8,8,9,10,9,10,10,,10,10,,,10
South,Talabat,Restaurants,40-49,Female,Expat Arabs,10,9,10,9,10,9,10,10,10,9,10,10,10,10,9
Western,HungerStation,Restaurants,15-29,Male,Nationals,9,10,9,8,9,7,6,8,9,6,5,8,10,9,8
Central,Nana,Grocery,30-39,Female,Nationals,8,4,4,5,4,4,4,4,5,4,4,4,4,4,4
South,MRSOOL,Restaurants,30-39,Male,Nationals,10,10,10,10,10,7,9,9,10,10,10,10,10,7,9
Western,MRSOOL,Grocery,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,30-39,Male,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Eastern,HungerStation,Restaurants,30-39,Male,Expat Arabs,9,9,10,10,4,8,,8,6,9,9,9,9,9,9
Central,HungerStation,Restaurants,40-49,Male,Expat Arabs,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,30-39,Male,Expat Asians,10,10,9,9,9,10,8,7,9,9,8,7,8,8,9
Eastern,MRSOOL,Personal_care,30-39,Male,Nationals,8,9,8,10,9,8,9,7,6,9,8,9,9,9,8
Central,HungerStation,Restaurants,30-39,Male,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,Nana,Grocery,30-39,Male,Expat Arabs,8,9,8,7,8,7,7,7,6,7,6,7,6,5,8
Central,HungerStation,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,MRSOOL,Personal_care,30-39,Male,Nationals,9,10,9,8,8,9,8,7,7,8,6,6,5,6,7
Western,MRSOOL,Pharmacies,15-29,Male,Expat Arabs,7,9,10,10,9,10,9,10,7,8,7,9,10,9,10
Western,HungerStation,Restaurants,30-39,Male,Expat Arabs,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Central,HungerStation,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,8,10,10,9,10,10,9,9,10
Eastern,Careemnow,Restaurants,30-39,Female,Nationals,10,10,10,10,9,8,6,10,9,10,10,9,10,9,10
Western,HungerStation,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,MRSOOL,Restaurants,15-29,Female,Nationals,10,5,9,10,10,8,9,10,8,9,8,6,10,8,7
Central,HungerStation,Restaurants,15-29,Female,Nationals,5,8,10,6,8,7,8,9,7,8,9,6,9,7,7
Central,HungerStation,Restaurants,40-49,Male,Expat Asians,7,8,7,8,8,9,8,7,8,7,7,7,8,8,7
Central,MRSOOL,Grocery,15-29,Female,Expat Arabs,8,7,10,9,10,10,8,10,10,10,10,9,9,9,9
Central,MRSOOL,Restaurants,30-39,Female,Nationals,10,9,10,9,10,9,9,10,9,10,9,8,9,8,9
Eastern,MRSOOL,ODS,50+,Male,Expat Arabs,10,10,10,10,9,10,10,10,10,9,10,10,10,10,10
Northern,HungerStation,Restaurants,30-39,Male,Expat Arabs,8,6,8,8,8,8,,8,8,8,8,8,8,9,8
Central,HungerStation,Restaurants,30-39,Male,Nationals,10,10,10,10,10,9,9,9,9,10,9,9,10,9,9
Western,HungerStation,Restaurants,40-49,Male,Expat Asians,7,8,9,7,6,7,8,7,8,7,8,9,8,7,8
Central,MRSOOL,Restaurants,30-39,Female,Nationals,9,9,9,9,10,9,9,10,9,10,10,9,10,9,10
Central,HungerStation,Restaurants,30-39,Female,Nationals,10,10,9,10,10,10,9,10,9,10,9,10,10,10,9
Central,HungerStation,Restaurants,15-29,Male,Nationals,8,8,8,7,6,8,5,9,9,9,8,6,6,7,5
Central,HungerStation,Restaurants,40-49,Female,Expat Asians,8,9,9,9,9,9,8,10,,,10,10,,,
South,HungerStation,Personal_care,30-39,Female,Nationals,8,9,7,9,10,8,9,7,7,9,9,8,9,9,8
Western,HungerStation,Restaurants,30-39,Female,Nationals,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Western,Careemnow,Restaurants,30-39,Female,Expat Arabs,9,8,10,8,8,10,,9,10,10,10,10,10,10,9
Central,HungerStation,Restaurants,40-49,Male,Nationals,7,10,10,7,7,8,,10,10,10,10,10,10,10,10
